Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu,V, Al, N,Ceq,Nb + Ta, Temperature (Â°C), 0.2% Proof Stress (MPa), Tensile Strength (MPa)
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0,0.006,0.006,0,0,500,200,354
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0,0.006,0.006,0,0,550,213,311
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0,0.006,0.006,0,0,600,156,266
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,27,290,450
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,100,267,414
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,200,260,463
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,300,203,487
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,400,182,438
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,450,192,418
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,500,167,372
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,550,175,313
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0,0.007,0.011,0,0,600,146,253
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,27,310,460
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,100,308,445
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,200,317,556
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,300,278,557
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,400,252,456
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,450,249,416
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,500,237,374
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,550,237,321
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0,0.003,0.0054,0,0,600,175,258
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,27,320,480
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,100,304,469
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,200,310,592
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,300,275,596
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,400,238,487
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,450,249,437
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,500,248,385
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,550,219,330
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0,0.003,0.007,0,0,600,177,268
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,27,300,440
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,100,408,512
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,200,314,546
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,300,263,541
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,400,237,441
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,450,261,407
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,500,250,365
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,550,215,317
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0,0.004,0.0057,0,0,600,188,256
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,27,420,530
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,100,324,437
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,200,412,616
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,300,364,624
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,400,367,532
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,450,320,478
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,500,306,420
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,550,276,364
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0,0.004,0.006,0,0,600,243,304
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,27,395,520
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,100,380,506
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,200,391,609
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,300,378,614
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,400,330,519
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,450,328,477
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,500,292,422
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,550,268,369
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0,0.004,0.007,0,0,600,235,303
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,27,380,520
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,100,371,505
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,200,367,606
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,300,330,610
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,400,323,517
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,450,323,467
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,500,276,417
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,550,261,365
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0,0.005,0.008,0,0,600,217,291
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,27,300,520
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,100,284,484
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,200,228,449
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,300,223,483
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,350,214,475
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,400,199,432
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,450,172,372
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,500,165,314
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0,0.004,0.0097,0,0,550,153,253
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,27,275,490
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,100,258,449
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,200,243,439
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,300,201,454
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,350,194,454
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,400,186,418
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,450,183,368
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,500,152,306
CaD,0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0,0.01,0.0077,0,0,550,149,249
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,27,290,500
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,100,266,454
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,200,224,447
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,300,194,458
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,350,198,460
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,400,194,422
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,450,179,368
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,500,163,310
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0,0.002,0.0107,0,0,550,164,283
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,27,275,490
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,100,258,445
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,200,228,440
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,300,186,457
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,350,179,457
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,400,183,425
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,450,183,382
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,500,168,338
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0,0.016,0.0073,0,0,550,149,256
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,27,310,530
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,100,300,498
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,200,254,486
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,300,235,522
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,350,221,514
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,400,213,480
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,450,226,434
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,500,213,380
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0,0.018,0.0045,0,0,550,198,322
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,27,305,530
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,100,270,487
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,200,259,478
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,300,226,518
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,350,214,503
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,400,213,477
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,450,202,424
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,500,202,381
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0,0.011,0.0035,0,0,550,194,315
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,27,295,470
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,100,289,443
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,200,274,450
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,300,223,468
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,350,207,464
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,400,194,408
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,450,198,388
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,500,186,330
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0,0.005,0.0082,0,0,550,172,273
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,27,270,480
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,100,262,471
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,200,224,431
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,300,199,526
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,350,205,526
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,400,186,443
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,450,168,376
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,500,179,345
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0,0.007,0.0108,0,0,550,153,268
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,27,655,810
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,100,621,754
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,200,591,729
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,300,580,722
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,400,538,678
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,450,514,629
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,500,481,570
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,550,469,504
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,600,358,444
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0,0,650,257,375
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,27,665,810
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,100,617,761
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,200,602,733
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,300,566,724
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,400,561,674
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,450,517,634
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,500,509,573
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,550,438,514
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,600,363,460
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.27,0.002,0.009,0,0,650,254,364
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,27,690,830
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,100,662,786
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,200,624,750
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,300,602,743
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,400,553,695
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,450,544,644
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,500,492,576
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,550,446,529
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,600,360,459
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.26,0.002,0.0075,0,0,650,256,376
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,27,645,810
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,100,613,751
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,200,596,738
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,300,569,731
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,400,538,690
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,450,522,631
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,500,506,569
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,550,432,510
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,600,353,455
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0,0,650,277,373
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,27,620,790
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,100,585,738
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,200,572,718
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,300,562,710
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,400,526,671
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,450,501,619
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,500,470,562
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,550,426,503
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,600,356,443
VaE,0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0,0,650,250,367
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,27,685,830
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,100,642,786
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,200,618,752
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,300,596,746
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,400,569,697
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,450,545,647
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,500,521,598
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,550,463,537
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,600,378,470
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0,0,650,279,391
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,27,660,820
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,100,622,775
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,200,599,741
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,300,579,727
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,400,560,687
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,450,522,632
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,500,500,583
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,550,446,525
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,600,365,461
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0,0,650,284,391
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,27,640,800
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,100,601,748
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,200,577,729
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,300,560,716
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,400,534,666
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,450,508,612
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,500,493,558
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,550,430,506
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,600,347,437
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0,0,650,267,370
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,27,655,810
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,100,634,766
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,200,598,747
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,300,585,737
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,400,545,682
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,450,522,631
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,500,497,574
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,550,437,522
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,600,358,451
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0,0,650,271,382
