Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu,V, Al, N,Ceq,Nb + Ta, Temperature (Â°C), 0.2% Proof Stress (MPa), Tensile Strength (MPa)
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,27,425,580
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,100,393,525
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,200,419,551
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,300,395,588
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,350,399,575
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,400,367,534
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,450,352,481
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,500,322,409
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,550,303,374
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0,0.028,0.006,0,0,600,240,313
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,27,455,590
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,100,427,548
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,200,436,566
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,300,435,608
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,350,405,572
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,400,366,531
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,450,367,505
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,500,337,427
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,550,291,369
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0,0.038,0.007,0,0,600,248,308
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,27,440,590
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,100,421,558
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,200,404,548
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,300,400,565
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,350,404,573
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,400,378,532
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,450,366,485
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,500,341,473
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,550,304,369
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,600,250,310
LaD,0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0,0.008,0.0071,0,0,650,170,250
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,27,420,580
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,100,411,551
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,200,381,525
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,300,381,556
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,350,357,549
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,400,352,510
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,450,336,462
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,500,303,396
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,550,286,355
LaE,0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0,0.006,0.0079,0,0,600,240,300
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,27,435,590
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,100,414,557
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,200,395,540
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,300,396,573
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,350,370,558
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,400,363,522
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,450,335,470
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,500,323,412
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,550,288,356
LaF,0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0,0.008,0.0077,0,0,600,240,299
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,27,270,480
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,100,261,454
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,200,261,542
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,300,259,604
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,400,237,564
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,450,228,534
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,500,237,487
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,550,222,434
MFA,0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0,0.006,0.013,0,0,600,193,332
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,27,275,450
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,100,260,408
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,200,256,458
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,300,192,493
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,400,191,456
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,450,180,434
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,500,181,398
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,550,176,349
MFB,0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0,0.006,0.0086,0,0,600,168,281
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,27,325,460
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,100,301,419
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,200,284,435
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,300,224,464
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,400,213,455
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,450,199,435
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,500,208,402
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,550,204,353
MFD,0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0,0.006,0.015,0,0,600,168,283
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,27,255,470
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,100,276,438
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,200,258,520
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,300,260,557
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,400,226,530
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,450,228,507
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,500,218,471
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,550,220,418
MFE,0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0,0.004,0.0058,0,0,600,203,330
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,27,275,480
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,100,255,441
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,200,270,522
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,300,264,575
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,400,246,556
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,450,229,521
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,500,232,474
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,550,224,416
MFF,0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0,0.006,0.013,0,0,600,198,313
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,27,260,450
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,100,261,418
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,200,260,465
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,300,192,492
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,400,174,449
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,450,178,424
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,500,186,392
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,550,178,337
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,600,162,270
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,27,250,470
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,100,249,435
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,200,251,522
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,300,226,556
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,400,254,524
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,450,223,500
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,500,207,462
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,550,214,413
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,600,202,328
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,27,255,460
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,100,221,411
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,200,248,514
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,300,223,544
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,400,213,507
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,450,202,486
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,500,192,444
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,550,203,395
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,600,183,315
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,27,265,450
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,100,260,415
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,200,254,448
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,300,202,482
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,400,180,452
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,450,183,426
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,500,172,385
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,550,176,338
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,600,160,269
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,27,575,720
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,100,532,666
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,200,478,611
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,300,499,644
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,400,456,605
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,450,437,567
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,500,423,528
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,550,428,492
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,600,368,425
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,650,259,330
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,27,535,690
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,100,521,661
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,200,487,622
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,300,491,626
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,400,469,590
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,450,449,566
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,500,436,514
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,550,382,449
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,600,337,396
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,650,261,339
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,27,570,710
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,100,570,678
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,200,536,645
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,300,506,626
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,400,487,600
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,450,462,554
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,500,442,518
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,550,403,462
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,600,345,397
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,650,283,352
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,27,545,690
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,100,584,716
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,200,572,714
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,300,519,661
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,400,482,629
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,450,471,592
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,500,444,546
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,550,473,535
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,600,359,416
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,650,278,343
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,27,515,680
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,100,508,644
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,200,494,623
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,300,464,593
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,400,440,580
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,450,447,551
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,500,421,504
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,550,384,450
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,600,335,389
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,650,269,342
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,27,650,790
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,100,520,653
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,200,516,644
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,300,199,660
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,400,530,655
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,450,534,632
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,500,440,540
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,550,445,517
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,600,403,466
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,650,318,393
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,27,570,720
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,100,540,665
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,200,522,638
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,300,513,660
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,400,499,632
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,450,463,580
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,500,453,535
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,550,395,465
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,600,338,405
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,650,262,341
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,27,525,680
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,100,499,635
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,200,162,603
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,300,459,601
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,400,473,587
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,450,434,542
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,500,411,498
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,550,380,446
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,600,323,386
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,650,262,333
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,27,555,680
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,100,534,654
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,200,501,619
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,300,496,607
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,400,480,582
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,450,450,540
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,500,433,505
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,550,408,162
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,600,344,397
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,650,252,333
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,27,468,592
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,100,434,545
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,200,439,557
