IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,REFERENCE: title,sample_weight
60,Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Sec.,CAST,other,,,8.5,538.0,,25.0,,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,0.8831195326717766
60,Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Sec.,CAST,other,,,8.5,520.0,,25.0,,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,0.8536930950653767
60,Co1 Fe1 Mo1 Ni1 V1,FCC+Sec.,CAST,other,,,8.4,625.0,,25.0,,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,Effect of Mo and Ni elements on microstructure evolution and mechanical properties of the CoFeNixVMoy high entropy alloys,0.8373908040620556
61,Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC,CAST,BCC,,,7.1,,C,25.0,1465.0,2016.0,2.0,,190.0,174.0,,,,10.1016/j.msea.2006.11.049,2007,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,0.9109043083488708
62,Cu1 Mn1 Ni1 Zn0.333,FCC,CAST,FCC,,,8.3,147.0,C,25.0,215.0,,60.0,,,167.0,,,,10.1016/j.jallcom.2015.07.285,2015,"High entropy brasses and bronzes – Microstructure, phase evolution and properties",0.9295510221761385
62,Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,CAST,other,,,8.1,241.0,C,25.0,515.0,,40.0,,,,,,,10.1016/j.jallcom.2015.07.285,2015,"High entropy brasses and bronzes – Microstructure, phase evolution and properties",0.8636525379281779
62,Al0.053 Cu1 Mn1 Ni1,FCC,CAST,FCC,,,8.3,166.0,C,25.0,330.0,,45.0,,,173.0,,,,10.1016/j.jallcom.2015.07.285,2015,"High entropy brasses and bronzes – Microstructure, phase evolution and properties",0.8620856541967268
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,1000.0,150.0,,,,,189.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9438803521239202
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,300.0,411.0,,,,,189.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9763763126412622
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,500.0,421.0,,,,,189.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9716849742522295
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,700.0,426.0,,,,,189.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.8870811249325184
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,900.0,230.0,,,,,189.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9923784472676729
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,1100.0,80.0,,,,,189.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9064023182145978
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,1000.0,116.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9611134467777129
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,1100.0,79.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9388614872198111
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,600.0,805.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9918611056974345
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,500.0,1120.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.8643670076223035
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,700.0,567.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9515586319144881
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,900.0,214.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9993139827264818
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,BCC,,,6.3,,C,800.0,302.0,,,,,156.0,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.889147574792522
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,,C,1000.0,47.0,,,,,,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.8741328248821241
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,,C,700.0,307.0,,,,,,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.9028822618791397
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,,C,800.0,172.0,,,,,,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.937304019476004
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,,C,900.0,98.0,,,,,,,,,10.1007/s11661-005-0218-9,2005,Mechanical performance of the Al x CoCrCuFeNi high-entropy alloy system with multiprincipal elements,0.912086502885552
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.6,,C,25.0,,,,,,170.0,92.0,,,10.1016/j.jallcom.2015.11.050,2016,Microstructure and mechanical properties at elevated temperatures of a new Al-containing refractory high-entropy alloy Nb-Mo-Cr-Ti-Al,0.9993216934502779
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.6,,C,400.0,1080.0,1100.0,2.0,,,170.0,92.0,,,10.1016/j.jallcom.2015.11.050,2016,Microstructure and mechanical properties at elevated temperatures of a new Al-containing refractory high-entropy alloy Nb-Mo-Cr-Ti-Al,0.8460463028251999
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.6,,C,600.0,1060.0,1170.0,3.0,,,170.0,92.0,,,10.1016/j.jallcom.2015.11.050,2016,Microstructure and mechanical properties at elevated temperatures of a new Al-containing refractory high-entropy alloy Nb-Mo-Cr-Ti-Al,0.8776610475774639
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.6,,C,800.0,860.0,1000.0,2.0,,,170.0,92.0,,,10.1016/j.jallcom.2015.11.050,2016,Microstructure and mechanical properties at elevated temperatures of a new Al-containing refractory high-entropy alloy Nb-Mo-Cr-Ti-Al,0.870428409115216
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.6,,C,1000.0,594.0,630.0,15.0,,,170.0,92.0,,,10.1016/j.jallcom.2015.11.050,2016,Microstructure and mechanical properties at elevated temperatures of a new Al-containing refractory high-entropy alloy Nb-Mo-Cr-Ti-Al,0.8637119546477863
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.6,,C,600.0,930.0,,,,,170.0,92.0,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9324805586318465
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.6,,C,800.0,875.0,,,,,170.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9974856390277852
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.6,,C,1000.0,550.0,,,,,170.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9840924871941422
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.6,,C,1200.0,150.0,,,,,170.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9680695675269381
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,,6.0,,C,400.0,1070.0,,,,,189.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9885329284150751
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,,6.0,,C,600.0,1020.0,,,,,189.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9827335602419508
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,,6.0,,C,800.0,875.0,,,,,189.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9707054061790279
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,,6.0,,C,1000.0,375.0,,,,,189.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.8533847439570352
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,,6.0,,C,1200.0,100.0,,,,,189.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9492430295528519
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.5,,C,600.0,520.0,,,,,151.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9253584024058564
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.5,,C,1000.0,540.0,,,,,151.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.9219633175197122
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,,6.5,,C,1200.0,200.0,,,,,151.0,,,,10.1007/s11661-017-4386-1,2017,Contribution of Lattice Distortion to Solid Solution Strengthening in a Series of Refractory High Entropy Alloys,0.995228188227935
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,other,,,5.5,,C,600.0,780.0,1005.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.9313551421261073
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,other,,,5.5,,C,800.0,560.0,700.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.8986346897963592
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,other,,,5.5,,C,25.0,1000.0,1280.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.8495016331635228
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,other,,,5.8,,C,800.0,550.0,600.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.8441034339059856
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,other,,,5.5,,C,600.0,975.0,1085.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.9020241424707889
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,other,,,5.5,,C,800.0,865.0,920.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.8896476883941689
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,other,,,5.5,,C,25.0,1290.0,1395.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.9600831075743786
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,other,,,5.6,,C,800.0,855.0,865.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.9536886810827268
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,other,,,5.6,,C,25.0,1360.0,1480.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.9751344743819037
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,other,,,5.6,,C,800.0,675.0,740.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.9593722343370727
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,other,,,5.6,,C,25.0,1485.0,,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.914779309768657
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,other,,,5.8,,C,25.0,1535.0,1550.0,,,,,,,,10.1016/j.msea.2017.08.019,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZr x (x = 0–1.5) high-entropy alloys,0.8690548350347859
69,Co1 Cr1 Mo1 Nb1 Ti0.4,BCC,CAST,BCC,,,8.3,,C,25.0,,1771.3,,,,212.0,,,,10.1007/s11665-017-2799-z,2017,Microstructure and Mechanical Properties of a Refractory CoCrMoNbTi High-Entropy Alloy,0.8303859682945433
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,other,,,8.2,,C,25.0,1457.0,1908.0,,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.8521642397555872
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,other,,,8.2,,C,25.0,1420.0,1885.0,4.2,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.8842630498877126
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,other,,,8.2,,C,25.0,1328.0,1884.0,,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.8944643385959038
70,Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,ANNEAL,other,,,8.1,,C,25.0,1157.0,1468.0,,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.9009305449073842
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,BCC,,,8.1,,C,25.0,1253.0,1393.0,,,,95.0,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.8915812013959894
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,BCC,,,8.1,,C,25.0,1140.0,1463.0,,,,95.0,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.928286093545631
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,BCC,,,8.1,,C,25.0,1120.0,1376.0,30.0,,,95.0,,,,10.1016/j.ijrmhm.2014.07.009,2014,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,0.8784538770491143
71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,other,,,12.6,715.0,C,25.0,2034.0,,1.5,,,,,,,10.1016/j.matchemphys.2017.06.054,2018,The effect of Ti on the sintering and mechanical properties of refractory high-entropy alloy TixWTaVCr fabricated via spark plasma sintering for fusion plasma-facing materials,0.8718020865934694
71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,other,,,12.6,,C,1200.0,750.0,,1.5,,,,,,,10.1016/j.matchemphys.2017.06.054,2018,The effect of Ti on the sintering and mechanical properties of refractory high-entropy alloy TixWTaVCr fabricated via spark plasma sintering for fusion plasma-facing materials,0.8306573242455287
71,Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,other,,,12.3,780.0,C,25.0,2050.0,,1.5,,,,,,,10.1016/j.matchemphys.2017.06.054,2018,The effect of Ti on the sintering and mechanical properties of refractory high-entropy alloy TixWTaVCr fabricated via spark plasma sintering for fusion plasma-facing materials,0.8342858784343361
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,BCC,,,10.4,,C,60.0,795.0,,,,,122.0,,,,10.1080/14786435.2015.1028506,2015,Plastic deformation properties of Zr–Nb–Ti–Ta–Hf high-entropy alloys,0.981400850778602
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,BCC,,,10.4,,C,100.0,765.0,,,,,122.0,,,,10.1080/14786435.2015.1028506,2015,Plastic deformation properties of Zr–Nb–Ti–Ta–Hf high-entropy alloys,0.9813286368825676
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,BCC,,,10.4,,C,200.0,650.0,,,,,122.0,,,,10.1080/14786435.2015.1028506,2015,Plastic deformation properties of Zr–Nb–Ti–Ta–Hf high-entropy alloys,0.9703568352806422
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,BCC,,,10.4,,C,300.0,590.0,,,,,122.0,,,,10.1080/14786435.2015.1028506,2015,Plastic deformation properties of Zr–Nb–Ti–Ta–Hf high-entropy alloys,0.923409444196927
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,BCC,,,10.4,,C,25.0,845.0,,,,,122.0,,,,10.1080/14786435.2015.1028506,2015,Plastic deformation properties of Zr–Nb–Ti–Ta–Hf high-entropy alloys,0.9925858517459798
73,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.5,494.0,C,25.0,1370.0,1950.0,,23.0,,,,,,10.1016/j.jallcom.2015.11.091,2016,Microstructure and mechanical properties of refractory high entropy (Mo 0.5 NbHf 0.5 ZrTi) BCC /M 5 Si 3 in-situ compound,0.8318731221687262
73,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.2,524.0,C,25.0,1600.0,1900.0,,23.0,,,,,,10.1016/j.jallcom.2015.11.091,2016,Microstructure and mechanical properties of refractory high entropy (Mo 0.5 NbHf 0.5 ZrTi) BCC /M 5 Si 3 in-situ compound,0.9111126273870923
73,Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.0,580.0,C,25.0,1550.0,1900.0,,12.0,,,,,,10.1016/j.jallcom.2015.11.091,2016,Microstructure and mechanical properties of refractory high entropy (Mo 0.5 NbHf 0.5 ZrTi) BCC /M 5 Si 3 in-situ compound,0.8707295978194711
73,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,CAST,other,,,6.8,640.0,C,25.0,1650.0,2000.0,,9.0,,,,,,10.1016/j.jallcom.2015.11.091,2016,Microstructure and mechanical properties of refractory high entropy (Mo 0.5 NbHf 0.5 ZrTi) BCC /M 5 Si 3 in-situ compound,0.8364302340154418
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-268.8,2250.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9490980746593908
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-268.8,2210.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8944622536340243
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-196.0,1880.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9652605796021934
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-196.0,1750.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8507506087600061
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-153.0,1640.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9105364884442876
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-153.0,1550.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9514943613265088
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-103.0,1380.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9264822333926036
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-103.0,1370.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9965142620253304
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-43.0,1200.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8981023688624709
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-43.0,1180.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.9301800791033183
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-268.8,2390.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8535175627016114
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-196.0,1920.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8987738247228414
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-153.0,1370.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8393778398452113
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-103.0,1250.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8887161937873301
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,BCC,,,8.4,,C,-43.0,1020.0,,,,,100.0,,,,10.1016/j.msea.2017.10.073,2018,Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2–350 K,0.8500066466931692
75,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,,,8.5,,C,1000.0,398.0,430.0,,,,,,,,10.1016/j.jallcom.2016.10.014,2017,Microstructure and mechanical properties of refractory HfMo0.5NbTiV0.5Six high-entropy composites,0.9232110616870568
